"ciudad","actividad_industrial","usa_agua_proceso","tratamiento_aguas","costo_mantenimiento_tratamiento","fuente_agua","volumen_consumido_m3","costo_consumo_mensual","numero_empleados"
"Cuenca","química","no","no",NA,"red municipal y pozo",790.5,769.27,73
"Ambato","metalmecánica","sí","sí",3670.21642435329,"red municipal y pozo",2630.15160602296,2409.6229372099,227
"Manta","textil","sí","sí",1706.6,"red municipal y pozo",780.6,547.08,80
"Manta","plásticos","sí","sí",2200.82,"red municipal y río",737.7,660.65,73
"Cuenca","metalmecánica","sí","sí",1641.17,"red municipal y pozo",1152.4,1143.78,96
"Quito","farmacéutica","no","no",NA,"red municipal",410.6,421.73,83
"Ambato","metalmecánica","sí","sí",2383.52490905841,"río",1711.58710451368,1747.34455273764,200
"Loja","textil","sí","sí",1442.9,"red municipal",985.2,1068.28,90
"Manta","metalmecánica","sí","sí",1664.13,"red municipal y pozo",679.6,534.51,89
"Cuenca","procesamiento de alimentos","sí","no",NA,"red municipal",684,737.75,58
"Cuenca","química","no","sí",2379.57,"río",719.7,782.18,97
"Quito","plásticos","sí","no",NA,"pozo y río",910.3,825.4,93
"Loja","plásticos","sí","no",NA,"red municipal",720.6,761.38,84
"Guayaquil","metalmecánica","sí","sí",1492.86,"red municipal",671.2,591.17,55
"Guayaquil","textil","no","sí",1689.83,"red municipal y pozo",758,646.88,90
"Loja","textil","sí","no",NA,"red municipal",681.9,597.79,73
"Loja","procesamiento de alimentos","no","sí",1377.21,"red municipal",891.2,1010.21,86
"Cuenca","farmacéutica","sí","no",NA,"red municipal",2340.10794402801,1661.17717466392,293
"Manta","procesamiento de alimentos","sí","sí",1055.36,"pozo",954.1,895.69,95
"Manta","plásticos","sí","no",NA,"red municipal y río",878.1,731.22,83
"Cuenca","química","no","sí",2234.36,"red municipal y pozo",511.2,566.77,77
"Ambato","textil","sí","no",NA,"red municipal",883,814.5,71
"Ambato","metalmecánica","sí","sí",1910.31,"red municipal y pozo",943.7,1049.71,97
"Ambato","metalmecánica","sí","no",NA,"red municipal",797.1,753.47,87
"Ambato","procesamiento de alimentos","no","no",NA,"red municipal y río",577,578.82,88
"Ambato","procesamiento de alimentos","sí","sí",765.23,"río",943.5,806.82,81
"Guayaquil","farmacéutica","sí","sí",1143.57,"red municipal y río",866.7,695.45,80
"Ambato","química","sí","sí",2243.92,"red municipal",846,957.41,92
"Ambato","farmacéutica","no","sí",1082.88,"red municipal",437.7,445.52,72
"Guayaquil","farmacéutica","sí","no",NA,"red municipal",976.6,748.18,104
"Guayaquil","metalmecánica","sí","no",NA,"red municipal y río",921.3,777.18,99
"Quito","farmacéutica","sí","sí",1559.04,"red municipal",988.3,1098.71,88
"Guayaquil","plásticos","sí","sí",1076.41,"río",686.5,606.29,85
"Guayaquil","farmacéutica","sí","sí",1921.23,"red municipal y pozo",759.4,606.64,76
"Cuenca","química","sí","sí",1323.01,"red municipal y río",1129.1,1100.55,72
"Loja","procesamiento de alimentos","sí","sí",1705.31,"río",609.4,518.4,81
"Loja","textil","sí","no",NA,"pozo",1046.5,907.3,75
"Quito","plásticos","no","sí",1621.8,"red municipal y pozo",835.3,730.7,88
"Cuenca","metalmecánica","sí","no",NA,"red municipal y pozo",770.1,836.91,89
"Cuenca","química","sí","sí",1486.86,"red municipal y pozo",861.5,917.17,95
"Manta","química","sí","sí",1674.85,"pozo y río",895.7,734.45,108
"Guayaquil","textil","sí","no",NA,"pozo",713.7,622.06,70
"Guayaquil","procesamiento de alimentos","sí","no",NA,"red municipal y pozo",1039.3,779.85,82
"Ambato","plásticos","no","no",NA,"red municipal",507.5,541.46,66
"Quito","plásticos","sí","sí",1780.39,"red municipal",838.3,847.56,85
"Manta","textil","sí","no",NA,"red municipal",748.6,550.99,96
"Cuenca","procesamiento de alimentos","sí","no",NA,"red municipal y pozo",913.9,797.15,80
"Manta","metalmecánica","sí","sí",1976.23,"red municipal y río",949.6,668.87,93
"Guayaquil","farmacéutica","sí","sí",1703.88,"red municipal y pozo",967.3,756.35,73
"Manta","metalmecánica","sí","sí",836.38,"pozo",799.5,741.92,96
"Ambato","farmacéutica","sí","sí",1718.51,"red municipal",834.4,807.09,75
"Ambato","procesamiento de alimentos","no","no",NA,"red municipal",753.3,705.44,101
"Manta","metalmecánica","sí","sí",2153.24,"pozo",845.1,581.52,79
"Cuenca","metalmecánica","sí","sí",1337.05,"red municipal y pozo",914.1,797.54,95
"Manta","procesamiento de alimentos","sí","no",NA,"red municipal",834.7,682.68,88
"Ambato","química","sí","sí",921.06,"red municipal y pozo",763.2,797.72,99
"Quito","textil","sí","sí",795.03,"red municipal y pozo",719.3,643.23,92
"Ambato","plásticos","sí","no",NA,"pozo y río",910.9,894.15,70
"Quito","metalmecánica","no","no",NA,"pozo",624.4,549.85,73
"Guayaquil","procesamiento de alimentos","sí","no",NA,"pozo",958.1,906.02,95
"Manta","farmacéutica","no","sí",380.79,"red municipal y pozo",772.8,558.91,99
"Quito","farmacéutica","sí","no",NA,"red municipal y pozo y río",783.9,741.97,79
"Loja","plásticos","sí","sí",1373.15,"red municipal",955.5,1047.08,93
"Ambato","textil","sí","no",NA,"río",936.9,877.89,94
"Manta","plásticos","sí","sí",1247.1,"red municipal y río",832.5,564.78,71
"Manta","farmacéutica","sí","sí",2515.88,"red municipal y río",894.3,680.47,87
"Loja","textil","sí","no",NA,"red municipal y río",1082.4,1160.54,66
"Manta","procesamiento de alimentos","sí","sí",913.97,"red municipal y pozo",782.4,721.33,108
"Cuenca","procesamiento de alimentos","sí","sí",2822.67,"red municipal",808.8,895.79,93
"Guayaquil","metalmecánica","sí","sí",1738.54,"red municipal y pozo",893.3,768.84,78
"Guayaquil","farmacéutica","no","no",NA,"red municipal",589.9,487.82,69
"Guayaquil","textil","sí","sí",2033.3,"red municipal y río",733.3,506.58,81
"Ambato","plásticos","sí","sí",1338.22,"río",999.3,1034.23,67
"Guayaquil","química","no","sí",1491.79,"red municipal y pozo y río",670.4,612.83,84
"Loja","textil","sí","no",NA,"red municipal y pozo",906.5,1000.53,103
"Guayaquil","metalmecánica","sí","no",NA,"río",880.5,766.35,88
"Cuenca","plásticos","sí","sí",1143.94,"pozo y río",1058.2,1166.84,83
"Manta","farmacéutica","sí","no",NA,"red municipal",824.5,690.07,92
"Quito","farmacéutica","sí","sí",1533.69,"pozo",827.7,732.88,82
"Quito","plásticos","sí","no",NA,"red municipal",1082.9,1200.8,89
"Manta","textil","no","sí",1461,"red municipal y pozo",851.5,641.96,85
"Guayaquil","procesamiento de alimentos","no","no",NA,"red municipal",769.2,711.41,88
"Cuenca","química","sí","sí",2465.11,"red municipal",1013.4,1114.26,90
"Quito","metalmecánica","no","sí",2282.7,"pozo",607.6,632.62,87
"Cuenca","metalmecánica","sí","sí",1375.75,"pozo",754.4,754.42,97
"Cuenca","textil","sí","no",NA,"pozo y río",705.7,743.23,82
"Loja","química","sí","sí",1324.86,"pozo y río",736,764.4,82
"Manta","procesamiento de alimentos","sí","sí",2678.07,"red municipal y río",940.5,623.67,97
"Loja","textil","no","no",NA,"red municipal y río",483.3,547.64,89
"Cuenca","química","sí","sí",1940.77,"río",882.2,961,90
"Ambato","textil","no","no",NA,"pozo y río",789.7,828.89,89
"Manta","plásticos","sí","sí",1356.24,"red municipal y pozo",904.5,612.12,88
"Manta","química","sí","sí",1604.44,"red municipal y pozo y río",923.8,652.53,96
"Guayaquil","farmacéutica","sí","no",NA,"río",908.7,707.53,76
"Loja","química","sí","no",NA,"red municipal",756.3,857.93,79
"Ambato","química","no","sí",1279.99,"pozo",640,716.7,80
"Loja","metalmecánica","sí","no",NA,"pozo y río",923.9,865.63,76
"Cuenca","plásticos","sí","sí",1307.59,"red municipal",791.4,763.71,94
"Guayaquil","metalmecánica","sí","sí",748.03,"red municipal",754.5,600.42,97
"Cuenca","plásticos","no","sí",1004.97,"río",654,565.26,101
"Cuenca","química","sí","sí",1492.68,"red municipal",1008.4,895.57,87
"Ambato","metalmecánica","sí","sí",1478.9,"río",883.2,981.32,75
"Quito","procesamiento de alimentos","sí","sí",1727.74,"red municipal y río",828.9,813.87,89
"Ambato","procesamiento de alimentos","sí","sí",1311.96,"red municipal y río",840.6,931.81,73
"Ambato","procesamiento de alimentos","sí","no",NA,"pozo",929.3,970.11,109
"Manta","textil","sí","sí",1250.13,"red municipal y pozo",889.4,583.25,69
"Guayaquil","química","sí","sí",1132.45,"río",813.4,667.76,77
"Cuenca","textil","sí","sí",2241.64,"red municipal",971.3,878.18,87
"Cuenca","plásticos","sí","sí",1253.59,"red municipal",940.5,845.66,76
"Manta","textil","sí","sí",1866.46,"red municipal y pozo",795.5,676.89,85
"Cuenca","plásticos","sí","no",NA,"red municipal y pozo",2717.27347773055,2435.31396489166,310
"Ambato","textil","sí","sí",1592.73,"red municipal y pozo",743.5,726.92,69
"Guayaquil","procesamiento de alimentos","sí","sí",1773.69,"red municipal y pozo",811,744.59,88
"Quito","química","no","sí",1310.61,"red municipal",655.9,699.23,84
"Loja","farmacéutica","sí","sí",981.13,"red municipal y río",915.9,970.77,89
"Loja","metalmecánica","sí","sí",1479.99,"red municipal",1051.1,1085.2,89
"Guayaquil","textil","no","no",NA,"red municipal",598.6,396.34,84
"Loja","textil","sí","sí",1525.65,"red municipal y pozo y río",825.2,840.14,79
"Guayaquil","plásticos","sí","sí",1428.18,"río",986.4,925.34,71
"Cuenca","química","no","sí",1375.36,"río",743.3,753.94,98
"Quito","farmacéutica","sí","sí",1840.49,"pozo",864.6,736.61,82
"Guayaquil","farmacéutica","no","no",NA,"red municipal y pozo",863.7,596.39,88
"Loja","química","sí","no",NA,"red municipal",655,680.43,91
"Quito","plásticos","sí","sí",1278.35,"red municipal",884.9,863.61,69
"Manta","procesamiento de alimentos","sí","no",NA,"pozo",704.4,487.03,78
"Guayaquil","química","sí","no",NA,"red municipal y pozo",968.6,671.61,81
"Loja","metalmecánica","sí","sí",1409.67,"pozo y río",815.1,804.16,74
"Cuenca","textil","sí","no",NA,"red municipal y río",850.3,897.86,80
"Guayaquil","metalmecánica","sí","sí",1498.83,"red municipal y pozo",868.8,619.45,113
"Ambato","metalmecánica","sí","sí",815.66,"red municipal y pozo",987.2,985.59,90
"Manta","procesamiento de alimentos","sí","sí",1838.06,"pozo y río",853.2,693.96,96
"Loja","metalmecánica","sí","sí",1472.11,"red municipal y pozo",942.2,1065.92,95
"Ambato","procesamiento de alimentos","sí","sí",1792.45,"río",981.2,1066.35,99
"Ambato","farmacéutica","sí","no",NA,"pozo",898.8,842.39,77
"Manta","farmacéutica","sí","no",NA,"pozo",979.2,739.61,88
"Cuenca","farmacéutica","sí","sí",1436.79,"red municipal",892.3,814.09,76
"Cuenca","metalmecánica","sí","sí",1512.23,"pozo y río",834.9,819.39,93
"Guayaquil","metalmecánica","no","no",NA,"red municipal",729.6,501.16,83
"Quito","procesamiento de alimentos","sí","sí",1635.71,"red municipal y pozo",820.2,867.68,92
"Loja","farmacéutica","no","sí",2208.91,"red municipal y río",718.5,678.8,73
"Loja","textil","sí","sí",1729.34,"río",1091,996.28,81
"Cuenca","plásticos","sí","sí",1539.88,"red municipal y pozo",743.1,679.57,84
"Manta","procesamiento de alimentos","sí","sí",4186.62950069376,"red municipal y pozo",2250.6743759769,1935.91963821726,285
"Guayaquil","metalmecánica","no","sí",1272.66,"red municipal",734.2,650.45,86
"Quito","plásticos","sí","sí",1659.52,"red municipal",977.7,850.59,74
"Loja","farmacéutica","no","no",NA,"red municipal y pozo",595.6,560.45,67
"Ambato","química","no","no",NA,"red municipal y pozo",582.9,495.66,82
"Loja","química","sí","sí",1015.8,"red municipal y pozo",1137.4,1292.55,84
"Manta","metalmecánica","sí","no",NA,"red municipal y pozo y río",767,673.35,85
"Quito","metalmecánica","no","sí",1149.9,"red municipal",733.7,809.9,91
"Loja","metalmecánica","sí","sí",1506.16,"pozo",792.6,686.57,78
"Loja","farmacéutica","no","sí",1944.53,"red municipal y pozo",570.9,620.22,84
"Manta","farmacéutica","no","no",NA,"río",616.6,460.33,74
"Guayaquil","farmacéutica","sí","sí",789.97,"red municipal y río",680.2,640.92,86
"Cuenca","química","sí","sí",1715.72,"red municipal",880.5,760.32,83
"Quito","textil","sí","sí",1146.77,"red municipal",817.9,715.02,70
"Ambato","plásticos","sí","sí",1206.28,"pozo",821.5,838.85,71
"Cuenca","plásticos","no","sí",1942.25,"red municipal",833.3,781.64,84
"Loja","procesamiento de alimentos","sí","no",NA,"red municipal",998,1075.09,83
"Guayaquil","química","no","no",NA,"red municipal y pozo y río",565.4,385.66,96
"Cuenca","textil","sí","sí",1336.17,"pozo",779.4,736.68,83
"Loja","metalmecánica","sí","sí",370.68,"red municipal",845.4,826.72,93
"Ambato","procesamiento de alimentos","sí","sí",2011.63,"pozo y río",638.6,634.1,77
"Manta","procesamiento de alimentos","no","sí",1525.57,"red municipal y pozo",754.4,556.19,84
"Cuenca","farmacéutica","sí","no",NA,"red municipal",782.9,669.39,83
"Ambato","química","sí","sí",1525.63,"red municipal",842.5,800.69,98
"Manta","procesamiento de alimentos","no","sí",1994.13,"red municipal y río",706.8,578.39,88
"Cuenca","procesamiento de alimentos","sí","no",NA,"río",846.2,773.14,73
"Cuenca","procesamiento de alimentos","no","sí",2078.46,"pozo",720.7,820,73
"Quito","plásticos","sí","sí",2667.31,"red municipal",1007.8,1062.7,86
"Quito","química","sí","no",NA,"pozo",699.8,644.58,81
"Guayaquil","química","sí","sí",1379.54,"pozo y río",810.2,563.25,76
"Ambato","metalmecánica","sí","no",NA,"pozo",712.2,683.9,93
"Quito","textil","no","no",NA,"red municipal y pozo",810.3,756.98,74
"Manta","plásticos","sí","no",NA,"red municipal y pozo y río",1109.1,881.72,88
"Cuenca","plásticos","sí","no",NA,"red municipal y pozo",920.3,806.25,94
"Ambato","farmacéutica","sí","no",NA,"red municipal",788.6,678.21,89
"Loja","farmacéutica","sí","sí",874.02,"red municipal y pozo",812.7,697.96,85
"Guayaquil","plásticos","sí","no",NA,"red municipal y pozo",926.4,614.66,81
"Ambato","plásticos","sí","sí",1487.64,"red municipal y pozo",922.5,1028.76,83
"Quito","química","sí","sí",1780.45,"red municipal",808.6,907.39,92
"Loja","procesamiento de alimentos","sí","sí",1021.48,"red municipal y pozo",789.9,791.12,85
"Loja","farmacéutica","no","sí",238.9,"pozo y río",638.4,702.01,96
"Loja","textil","sí","sí",1873.16,"red municipal",951,989.54,86
"Ambato","metalmecánica","sí","sí",1644.09,"red municipal",872.2,846.58,97
"Quito","farmacéutica","sí","sí",1599.21,"pozo",987.1,1057.2,77
"Loja","plásticos","sí","no",NA,"pozo",565.7,549.63,84
"Ambato","farmacéutica","no","sí",1806.48,"red municipal y pozo",876.9,946.42,102
"Cuenca","textil","sí","sí",1483.45,"red municipal y río",1006.6,950.11,87
"Guayaquil","metalmecánica","sí","sí",1236.42,"red municipal y río",982.2,861.63,71
"Guayaquil","farmacéutica","sí","sí",1462.06,"pozo y río",689.8,494.47,80
"Guayaquil","procesamiento de alimentos","sí","no",NA,"red municipal",809,669.66,82
"Quito","química","sí","no",NA,"pozo y río",2583.36607441753,2202.37174703001,273
"Guayaquil","química","sí","no",NA,"red municipal y río",835.9,759.7,101
"Cuenca","farmacéutica","sí","sí",764.16,"red municipal",786.7,713.93,76
"Cuenca","procesamiento de alimentos","sí","sí",1708.24,"red municipal",870.8,742.44,87
"Loja","procesamiento de alimentos","sí","no",NA,"red municipal",847.9,803.42,101
"Loja","farmacéutica","sí","sí",1428.2,"red municipal y pozo y río",638.4,700.58,97
"Cuenca","procesamiento de alimentos","sí","sí",1329.19,"pozo",616.8,555.16,92
"Cuenca","plásticos","sí","no",NA,"red municipal y pozo",963.9,947.9,79
"Cuenca","química","no","sí",1571,"red municipal y pozo",612,545.91,87
"Guayaquil","metalmecánica","sí","sí",1761.85,"río",734.2,647.89,82
"Loja","metalmecánica","sí","sí",1376.47,"red municipal",938.1,963.11,78
"Quito","farmacéutica","sí","no",NA,"red municipal y pozo",1105.4,1262.29,95
"Loja","metalmecánica","sí","no",NA,"red municipal",1002.1,1055.45,71
"Loja","metalmecánica","sí","no",NA,"pozo y río",743.7,827.56,77
"Guayaquil","procesamiento de alimentos","sí","sí",1740.4,"pozo y río",835.6,546.4,86
"Guayaquil","metalmecánica","sí","sí",2087.79,"red municipal",941,688.09,98
"Cuenca","química","sí","sí",666.58,"río",797.1,782.37,76
"Ambato","procesamiento de alimentos","sí","sí",1548.56,"red municipal",794.6,754.4,82
"Manta","procesamiento de alimentos","sí","no",NA,"río",705.1,647.92,85
"Ambato","metalmecánica","no","no",NA,"red municipal",878.1,787.69,93
"Loja","química","sí","sí",867.69,"pozo",1119,1205.21,94
"Cuenca","metalmecánica","sí","sí",1517.05,"red municipal y pozo",1014,927.68,95
"Cuenca","plásticos","sí","sí",1931.34,"red municipal y pozo",888.7,903.58,85
"Guayaquil","metalmecánica","sí","sí",1131.6,"red municipal y pozo",912.5,814.62,86
"Quito","farmacéutica","sí","sí",1353.64,"red municipal",863.7,928.04,93
"Cuenca","procesamiento de alimentos","sí","sí",877.54,"red municipal y río",909.1,903.09,112
"Cuenca","química","sí","sí",2162.11,"red municipal y pozo",701.3,748.82,85
"Manta","metalmecánica","sí","sí",1819.34,"red municipal y pozo",777.9,708.37,86
"Ambato","textil","no","sí",1926.08,"red municipal y pozo",690.9,764.25,79
"Manta","textil","sí","no",NA,"pozo",765.8,553.55,78
"Loja","procesamiento de alimentos","no","sí",1465.05,"río",634.7,649.64,71
"Quito","química","sí","sí",475.42,"red municipal",889.6,931.77,92
"Manta","plásticos","no","sí",1002.08,"red municipal",612.3,413.22,96
"Manta","farmacéutica","sí","no",NA,"red municipal",898,833.66,82
"Cuenca","química","sí","sí",1945.53,"río",653.4,558.96,86
"Loja","plásticos","sí","sí",5761.40498490555,"pozo",1727.28296077941,1404.70604735999,237
"Ambato","textil","no","sí",1103.22,"río",888.4,838.31,86
"Quito","farmacéutica","no","no",NA,"red municipal y pozo",611.6,586.99,74
"Ambato","plásticos","sí","no",NA,"pozo",951.2,928.73,91
"Ambato","textil","sí","no",NA,"red municipal y pozo y río",982.5,1115.25,95
"Quito","química","sí","sí",2368.32,"red municipal y pozo",903.4,976.2,89
"Loja","textil","sí","sí",1018.47,"pozo y río",902,921.57,92
"Quito","textil","sí","sí",1788.6,"red municipal y pozo y río",727.3,763.27,71
"Manta","química","no","sí",701.99,"red municipal y río",405,294.26,64
"Ambato","textil","sí","sí",2188.71,"red municipal",1108.5,978.61,92
"Manta","plásticos","sí","sí",1312.21,"red municipal y pozo",647.9,535.14,78
"Guayaquil","procesamiento de alimentos","sí","sí",2057.49,"red municipal y pozo",682.8,478.61,71
"Manta","metalmecánica","sí","sí",1977.65,"red municipal y río",777.6,566.69,70
"Loja","procesamiento de alimentos","sí","no",NA,"río",1886.14011510364,2076.3767969966,206
"Loja","farmacéutica","no","sí",1662.22,"pozo",642.6,582.28,80
"Guayaquil","procesamiento de alimentos","sí","sí",2016.25,"red municipal y pozo",933.9,855.5,78
"Manta","metalmecánica","no","no",NA,"pozo",465.5,375.18,80
"Manta","procesamiento de alimentos","sí","sí",1683.86,"pozo",913,789.93,97
"Ambato","farmacéutica","sí","sí",1014.97,"red municipal y pozo",833.3,894.15,100
"Cuenca","farmacéutica","no","sí",1928.49,"red municipal y pozo",588,502.37,93
"Ambato","procesamiento de alimentos","sí","sí",1089.63,"red municipal y río",657.1,726.93,92
"Ambato","plásticos","no","sí",2503.15,"pozo",683,782.92,67
"Cuenca","farmacéutica","no","sí",1844.08,"red municipal",583,564.96,74
"Loja","metalmecánica","sí","sí",1799.27,"red municipal",716.7,688.77,81
"Cuenca","textil","sí","no",NA,"red municipal y pozo",1096.2,1241.6,76
"Manta","farmacéutica","sí","no",NA,"red municipal y pozo",939.4,726.1,77
"Loja","procesamiento de alimentos","sí","no",NA,"pozo",895.1,850.58,89
"Guayaquil","química","sí","sí",1218.31,"red municipal",1067.4,926.85,81
"Cuenca","química","no","no",NA,"pozo",750.9,787.99,92
"Quito","química","sí","no",NA,"red municipal y pozo",937.5,1040.24,76
"Guayaquil","procesamiento de alimentos","sí","no",NA,"red municipal y pozo",876.2,819.31,93
"Ambato","textil","no","sí",1627.15,"red municipal y pozo y río",872.9,845.15,100
"Cuenca","farmacéutica","sí","no",NA,"red municipal y pozo",880.8,873.27,82
"Guayaquil","química","sí","sí",1708.31,"red municipal",933.6,676.88,75
"Quito","química","sí","no",NA,"red municipal y pozo",845.8,822.43,81
"Ambato","plásticos","sí","no",NA,"red municipal",826.5,887.5,77
"Ambato","química","sí","sí",721.42,"río",813.4,886.38,98
"Cuenca","química","sí","no",NA,"pozo",797.1,841.91,72
"Cuenca","química","sí","no",NA,"red municipal",899.5,960.48,89
"Manta","plásticos","sí","sí",1185.8,"red municipal",919.7,600.39,93
"Guayaquil","farmacéutica","no","sí",1309.85,"red municipal y río",911,829.08,79
"Manta","química","sí","no",NA,"red municipal",872.2,656.04,79
"Loja","plásticos","no","sí",1551.28,"pozo",663.6,589.31,87
"Cuenca","procesamiento de alimentos","sí","no",NA,"red municipal",688.4,670.79,79
"Loja","procesamiento de alimentos","sí","no",NA,"pozo",752.1,856.88,89
"Guayaquil","metalmecánica","sí","sí",1910.3,"red municipal",1025.5,852.96,89
"Quito","textil","sí","sí",1875.72,"red municipal",869.5,953.7,77
"Cuenca","metalmecánica","no","sí",1355.89,"red municipal",811.7,758.97,82
"Guayaquil","textil","sí","sí",1667.03,"red municipal y pozo y río",664.1,570.43,79
"Manta","plásticos","sí","no",NA,"red municipal y río",940.6,612.74,87
"Ambato","farmacéutica","sí","sí",624.26,"río",851.2,771.13,77
"Quito","química","sí","no",NA,"red municipal",636.5,627.65,66
"Ambato","química","sí","sí",1027.8,"red municipal",736.4,764.03,89
"Loja","plásticos","sí","sí",2061.45,"pozo",659.5,628.5,81
"Ambato","textil","no","sí",826.89,"red municipal y río",659.1,650.87,94
"Quito","química","sí","sí",1669.57,"río",825.7,760.33,86
"Loja","textil","no","sí",1054.68,"red municipal y pozo y río",684.7,582.87,89
"Cuenca","plásticos","sí","sí",378.47,"pozo y río",655,728.13,74
"Ambato","textil","sí","sí",1506.33,"red municipal",883.8,787.63,69
"Guayaquil","metalmecánica","sí","sí",1968.77,"pozo y río",1076.3,899.2,80
"Loja","procesamiento de alimentos","sí","no",NA,"río",882.4,970.3,79
"Manta","textil","sí","sí",1655.38,"red municipal",772.1,716.71,69
"Cuenca","química","sí","no",NA,"red municipal y río",812.1,874.81,88
"Ambato","procesamiento de alimentos","sí","no",NA,"red municipal y río",892.9,1007.37,86
"Ambato","química","no","sí",1804.14,"red municipal y pozo y río",733.8,710.03,89
"Loja","farmacéutica","sí","sí",1365.7,"pozo y río",733.4,720.67,88
"Manta","textil","sí","sí",1440.23,"pozo",764.5,576.15,81
"Quito","textil","sí","no",NA,"red municipal",1032.4,945.06,95
"Loja","metalmecánica","sí","no",NA,"pozo",617.9,554.51,82
"Ambato","farmacéutica","sí","sí",1838.64,"red municipal y pozo",945.4,1082.74,90
"Manta","farmacéutica","no","no",NA,"pozo",627.5,438.22,79
"Ambato","química","sí","no",NA,"red municipal y río",1016.1,1060.87,104
"Cuenca","procesamiento de alimentos","no","sí",1832.31,"red municipal",755.7,732.81,87
"Quito","procesamiento de alimentos","sí","sí",1456.77,"red municipal",725.7,743.25,75
"Cuenca","química","sí","no",NA,"red municipal y pozo",664.9,566.13,74
"Loja","farmacéutica","sí","sí",1748.48,"red municipal y río",888.6,953.68,85
"Loja","metalmecánica","sí","sí",1582.79,"red municipal y pozo",925,1002.61,81
"Loja","farmacéutica","no","no",NA,"red municipal y pozo",475.4,484.9,66
"Cuenca","procesamiento de alimentos","sí","no",NA,"red municipal y río",761.5,693.88,86
"Guayaquil","plásticos","sí","sí",939.6,"pozo",858.4,795.98,69
"Cuenca","plásticos","sí","sí",1788.31,"red municipal",668.5,627.34,87
"Quito","química","sí","sí",2473.63,"red municipal y pozo",776.6,824,86
"Manta","procesamiento de alimentos","no","sí",1449.79,"pozo",691,622.61,80
"Guayaquil","plásticos","sí","sí",1680.18,"pozo y río",974.2,913.23,82
"Cuenca","plásticos","sí","no",NA,"red municipal y río",752.8,833.82,71
"Ambato","procesamiento de alimentos","sí","sí",2078.25,"red municipal y pozo",878,890.3,86
"Manta","metalmecánica","sí","no",NA,"pozo",864.7,570.34,78
"Cuenca","metalmecánica","sí","sí",2003.88,"río",1084.4,991.92,102
"Quito","textil","sí","sí",1246.13,"red municipal",832,710.82,67
"Guayaquil","metalmecánica","no","no",NA,"pozo",682.4,569.62,84
"Ambato","procesamiento de alimentos","sí","no",NA,"red municipal",832.5,901.21,97
"Ambato","farmacéutica","sí","no",NA,"pozo y río",651.6,584.49,84
"Guayaquil","metalmecánica","sí","sí",1724.46,"red municipal y pozo",904.9,783.53,72
"Quito","procesamiento de alimentos","sí","sí",1618.98,"red municipal",853.6,894.59,92
"Ambato","química","sí","no",NA,"red municipal",814.6,724.24,76
"Loja","textil","sí","no",NA,"pozo y río",811,836.32,81
"Manta","textil","sí","sí",1209.91,"red municipal",730.2,647.88,81
"Manta","procesamiento de alimentos","sí","sí",990.22,"pozo",853.9,636.89,99
"Manta","farmacéutica","no","sí",2368.59,"red municipal y pozo",718.6,592.36,68
"Ambato","química","sí","sí",2094.71,"red municipal y pozo",966.1,931.03,90
"Manta","química","no","sí",1723.42,"red municipal y pozo y río",524.8,476.9,82
"Guayaquil","procesamiento de alimentos","sí","no",NA,"pozo",872.4,666.13,83
"Cuenca","farmacéutica","sí","sí",1017.13,"red municipal y pozo",784.3,811.78,91
"Loja","farmacéutica","sí","sí",743.55,"red municipal",813.6,811.83,84
"Quito","procesamiento de alimentos","sí","sí",1331.56,"red municipal y pozo",749,801.7,94
"Manta","procesamiento de alimentos","sí","sí",889.08,"red municipal y pozo",750,569.14,62
"Manta","química","sí","no",NA,"red municipal y pozo",942.8,615.2,75
"Guayaquil","metalmecánica","sí","no",NA,"pozo",1103.8,748.55,90
"Cuenca","farmacéutica","sí","no",NA,"pozo",975.1,1063.79,80
"Manta","plásticos","sí","no",NA,"río",761.4,568.13,81
"Guayaquil","farmacéutica","no","sí",1795.85,"pozo y río",545.2,449.19,97
"Cuenca","farmacéutica","no","sí",1336.04,"río",814.7,815.04,75
"Manta","procesamiento de alimentos","sí","sí",681.69,"red municipal",867.2,729.54,91
"Quito","procesamiento de alimentos","sí","sí",1513.98,"red municipal",877.6,842.97,76
"Quito","plásticos","sí","sí",1137.67,"pozo",1039.2,918.16,86
"Guayaquil","química","sí","sí",1973.15,"red municipal y pozo",883.7,754.85,89
"Cuenca","plásticos","sí","no",NA,"red municipal y pozo",2195.92257111827,1609.62328865001,217
"Quito","textil","sí","sí",1431.4,"red municipal y pozo y río",801,847.05,79
"Cuenca","metalmecánica","no","no",NA,"red municipal y río",592.2,638.82,92
"Quito","metalmecánica","sí","sí",1627.82,"red municipal y pozo",959.8,1091.27,95
"Ambato","procesamiento de alimentos","sí","sí",6796.44190290169,"red municipal y río",1918.69463403414,2273.93776931062,238
"Manta","plásticos","sí","no",NA,"red municipal",703.9,587.7,90
"Loja","metalmecánica","sí","sí",1482.28,"red municipal y pozo",962.4,1072.43,90
"Guayaquil","metalmecánica","no","sí",1455.24,"red municipal y pozo",847.7,622.96,86
"Ambato","plásticos","sí","sí",2077.22,"pozo",891.2,852.56,83
"Loja","textil","sí","sí",1363.6,"red municipal y río",914,932.59,85
"Guayaquil","procesamiento de alimentos","sí","no",NA,"pozo",1049.4,849.11,85
"Manta","farmacéutica","sí","no",NA,"red municipal",674,479.62,68
"Manta","textil","sí","sí",1762.66,"red municipal y pozo",739.4,513.77,95
